F,0,,M,0,,M,1,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,78726,0,,18459,1,,0,1,,1,0,
F,0,,M,0,,M,1,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,67715,0,,71575,1,,0,1,,1,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,1,,59428,0,,24860,1,,1,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,55027,0,,21717,1,,1,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,72088,0,,14588,1,,1,1,,1,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,94365,0,,24582,1,,0,1,,1,0,
F,1,,M,1,,M,1,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,121416,0,,34220,1,,0,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,69138,0,,67041,1,,0,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,58929,0,,92189,1,,0,1,,1,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,87219,0,,74338,1,,0,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,62800,0,,71155,1,,0,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,98342,0,,26109,1,,1,1,,0,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,100549,0,,17881,1,,0,1,,1,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,0,,108236,0,,23875,1,,0,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,1,,90716,0,,173730,1,,4,1,,1,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,84165,0,,113279,1,,4,1,,1,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,0,,110964,0,,123844,1,,2,1,,2,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,0,,143326,0,,131889,1,,3,1,,0,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,0,,111080,0,,122356,1,,2,1,,0,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,0,,136224,0,,140796,1,,4,1,,0,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,139402,0,,128031,1,,3,1,,0,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,156034,0,,133046,1,,3,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,1,,83115,0,,105451,1,,4,1,,1,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,87329,0,,136327,1,,4,1,,1,0,
F,1,,M,1,,M,1,,S,1,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,0,,82375,0,,79238,1,,2,1,,2,0,
F,1,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,0,,78342,0,,115989,1,,3,1,,1,0,
F,1,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,0,,88071,0,,127927,1,,2,1,,1,0,
F,1,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,0,,44545,0,,134878,1,,4,1,,1,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,1,,61030,0,,101617,1,,2,1,,1,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,1,,Clerical,1,,Manual,1,,Professional,0,,30841,0,,138571,1,,3,1,,1,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,0,,97530,0,,119051,1,,4,1,,2,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,1,,57709,0,,154166,1,,4,1,,2,0,
F,1,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,46217,0,,125125,1,,3,1,,2,0,
F,1,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,0,,49160,0,,131912,1,,3,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,0,,41564,0,,125183,1,,2,1,,1,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,56924,0,,117104,1,,3,1,,1,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,1,,58420,0,,133104,1,,4,1,,2,0,
F,1,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,0,,102442,0,,148969,1,,4,1,,2,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,134132,0,,100022,1,,4,1,,3,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,80427,0,,165392,1,,4,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,33975,0,,126074,1,,4,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,0,,22715,0,,115357,1,,4,1,,2,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,46857,0,,163549,1,,4,1,,2,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,1,,Clerical,1,,Manual,1,,Professional,1,,38637,0,,186901,1,,2,1,,2,0,
F,0,,M,0,,M,1,,S,1,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,1,,47977,0,,17179,1,,2,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,0,,69612,0,,43363,1,,1,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,1,,Clerical,1,,Manual,0,,Professional,1,,45231,0,,102271,1,,2,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,1,,Clerical,1,,Manual,1,,Professional,0,,51230,0,,43477,1,,1,1,,2,0,
F,1,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,0,,91218,0,,14316,1,,2,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,0,,98840,0,,23300,1,,2,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,0,,72426,0,,27861,1,,2,1,,2,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,59238,0,,54258,1,,1,1,,2,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,83738,0,,49517,1,,1,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,74663,0,,55651,1,,0,1,,2,0,
F,0,,M,0,,M,1,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,123096,0,,62227,1,,1,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,68079,0,,49879,1,,2,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,108353,0,,39447,1,,0,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,0,,103142,0,,63457,1,,0,1,,0,0,
F,0,,M,1,,M,1,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,120985,0,,101926,1,,0,1,,1,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,0,,98423,0,,99303,1,,0,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,1,,77538,0,,22143,1,,1,1,,2,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,0,,139129,0,,22100,1,,2,1,,3,0,
F,0,,M,1,,M,1,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,142941,0,,30722,1,,2,1,,3,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,124976,0,,26566,1,,1,1,,2,0,
F,0,,M,0,,M,1,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,69785,0,,11610,1,,0,1,,2,0,
F,0,,M,0,,M,1,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,81077,0,,10992,1,,0,1,,2,0,
F,0,,M,0,,M,1,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,68885,0,,66087,1,,1,1,,0,0,
F,0,,M,0,,M,1,,S,1,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,1,,133509,0,,21836,1,,2,1,,0,0,
F,0,,M,0,,M,1,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,1,,Professional,1,,81371,0,,12007,1,,1,1,,1,0,
F,0,,M,1,,M,1,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,1,,85909,0,,30411,1,,0,1,,1,0,
F,0,,M,0,,M,1,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,76916,0,,17797,1,,0,1,,1,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,149565,0,,21907,1,,0,1,,3,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,72141,0,,16727,1,,1,1,,1,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,1,,Professional,0,,72537,0,,19698,1,,2,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,0,,96380,0,,26906,1,,2,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,1,,78276,0,,56552,1,,0,1,,1,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,84285,0,,81218,1,,0,1,,1,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,1,,70215,0,,49480,1,,1,1,,2,0,
F,0,,M,1,,M,1,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,98011,0,,66944,1,,1,1,,1,0,
F,0,,M,0,,M,1,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,137348,0,,44652,1,,1,1,,1,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,1,,Professional,0,,47949,0,,63165,1,,0,1,,2,0,
F,0,,M,1,,M,1,,S,1,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,1,,75099,0,,52235,1,,2,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,1,,38401,0,,60485,1,,2,1,,2,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,1,,30159,0,,45751,1,,1,1,,2,0,
F,0,,M,0,,M,1,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,1,,Professional,1,,32652,0,,57980,1,,0,1,,1,0,
F,0,,M,0,,M,1,,S,1,,Skilled Manual,1,,Clerical,1,,Manual,1,,Professional,1,,45562,0,,50333,1,,2,1,,2,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,0,,Clerical,1,,Manual,1,,Professional,0,,52942,0,,57789,1,,1,1,,2,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,0,,Clerical,1,,Manual,1,,Professional,1,,53556,0,,52264,1,,2,1,,2,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,0,,22068,0,,46447,1,,1,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,1,,Manual,1,,Professional,0,,40632,0,,95890,1,,0,1,,2,0,
F,1,,M,1,,M,1,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,1,,72622,0,,41412,1,,3,1,,2,0,
F,1,,M,0,,M,1,,S,1,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,0,,44690,0,,67666,1,,0,1,,2,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,1,,46333,0,,108949,1,,0,1,,1,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,1,,Manual,1,,Professional,0,,40640,0,,107058,1,,0,1,,2,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,1,,Manual,1,,Professional,0,,42826,0,,93561,1,,0,1,,2,0,
F,0,,M,0,,M,1,,S,1,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,1,,54859,0,,53927,1,,0,1,,2,0,
F,0,,M,0,,M,1,,S,1,,Skilled Manual,1,,Clerical,1,,Manual,0,,Professional,0,,74092,0,,99859,1,,0,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,1,,52747,0,,123242,1,,0,1,,2,0,
F,1,,M,1,,M,0,,S,1,,Skilled Manual,1,,Clerical,1,,Manual,0,,Professional,1,,47368,0,,24934,1,,2,1,,2,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,1,,112862,0,,63266,1,,1,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,1,,Clerical,1,,Manual,1,,Professional,0,,38977,0,,92484,1,,1,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,0,,46008,0,,81878,1,,1,1,,2,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,0,,52691,0,,88815,1,,0,1,,2,0,
F,1,,M,0,,M,1,,S,1,,Skilled Manual,1,,Clerical,1,,Manual,0,,Professional,0,,54005,0,,73528,1,,0,1,,1,0,
F,1,,M,1,,M,1,,S,1,,Skilled Manual,1,,Clerical,1,,Manual,1,,Professional,1,,53227,0,,84154,1,,0,1,,1,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,1,,Clerical,1,,Manual,0,,Professional,0,,62143,0,,96197,1,,0,1,,1,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,1,,Clerical,1,,Manual,0,,Professional,0,,46268,0,,80963,1,,2,1,,1,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,78391,0,,125170,1,,3,1,,2,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,0,,115160,0,,98334,1,,3,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,1,,Clerical,0,,Manual,1,,Professional,0,,166731,0,,91411,1,,1,1,,2,0,
F,1,,M,1,,M,1,,S,1,,Skilled Manual,1,,Clerical,0,,Manual,1,,Professional,0,,89892,0,,127139,1,,2,1,,1,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,1,,Professional,0,,182793,0,,103784,1,,2,1,,3,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,0,,153408,0,,93730,1,,2,1,,3,0,
F,1,,M,0,,M,1,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,0,,130522,0,,128056,1,,3,1,,4,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,0,,167165,0,,117893,1,,0,1,,4,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,0,,164222,0,,111936,1,,1,1,,4,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,107750,0,,65697,1,,1,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,101048,0,,78129,1,,2,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,0,,106508,0,,47828,1,,3,1,,2,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,109546,0,,42576,1,,3,1,,2,0,
F,1,,M,1,,M,0,,S,1,,Skilled Manual,1,,Clerical,0,,Manual,1,,Professional,0,,101482,0,,76957,1,,1,1,,2,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,101399,0,,72588,1,,1,1,,2,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,0,,96064,0,,97047,1,,1,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,102488,0,,86106,1,,1,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,1,,103586,0,,76165,1,,3,1,,2,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,92954,0,,64022,1,,3,1,,2,0,
F,1,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,73778,0,,50628,1,,2,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,0,,98687,0,,79512,1,,1,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,0,,79444,0,,78351,1,,1,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,1,,93715,0,,116554,1,,1,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,0,,91947,0,,74360,1,,1,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,120277,0,,126181,1,,0,1,,2,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,78155,0,,105929,1,,0,1,,3,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,98914,0,,114121,1,,1,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,1,,75008,0,,73322,1,,3,1,,1,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,1,,88784,0,,145742,1,,2,1,,0,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,86952,0,,119205,1,,2,1,,0,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,88878,0,,148489,1,,2,1,,1,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,1,,Professional,1,,76656,0,,114540,1,,3,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,1,,95876,0,,98544,1,,1,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,48336,0,,88563,1,,1,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,0,,80616,0,,79937,1,,2,1,,0,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,1,,86816,0,,80424,1,,1,1,,0,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,92995,0,,108713,1,,1,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,63930,0,,110255,1,,3,1,,2,0,
F,1,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,68014,0,,174141,1,,2,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,1,,103653,0,,64465,1,,1,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,1,,79452,0,,121433,1,,2,1,,2,0,
F,1,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,80681,0,,57951,1,,2,1,,2,0,
F,1,,M,0,,M,1,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,1,,45434,0,,79583,1,,2,1,,2,0,
F,1,,M,0,,M,1,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,51103,0,,70357,1,,2,1,,2,0,
F,1,,M,1,,M,1,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,85416,0,,126267,1,,2,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,83808,0,,174775,1,,0,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,1,,75433,0,,58960,1,,2,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,1,,68303,0,,67919,1,,2,1,,1,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,0,,113467,0,,57638,1,,2,1,,2,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,0,,70970,0,,90859,1,,2,1,,2,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,0,,72810,0,,83780,1,,2,1,,2,0,
F,0,,M,1,,M,1,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,72582,0,,187169,1,,3,1,,1,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,86266,0,,154916,1,,3,1,,2,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,163112,0,,173429,1,,4,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,1,,46312,0,,95471,1,,1,1,,2,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,1,,136802,0,,96830,1,,1,1,,1,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,0,,110911,0,,110566,1,,1,1,,2,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,120007,0,,178571,1,,1,1,,2,0,
F,0,,M,1,,M,1,,S,1,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,0,,125526,0,,180924,1,,2,1,,4,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,126690,0,,158091,1,,3,1,,4,0,
F,1,,M,0,,M,1,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,101903,0,,116870,1,,4,1,,0,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,0,,175811,0,,110025,1,,1,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,0,,105309,0,,102360,1,,1,1,,1,0,
F,0,,M,0,,M,1,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,140525,0,,95764,1,,1,1,,2,0,
F,1,,M,1,,M,0,,S,0,,Skilled Manual,1,,Clerical,0,,Manual,0,,Professional,0,,96348,0,,83575,1,,1,1,,2,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,103131,0,,133957,1,,1,1,,2,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,1,,73819,0,,124250,1,,1,1,,2,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,1,,58209,0,,59605,1,,1,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,0,,152194,0,,53065,1,,2,1,,3,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,64975,0,,134211,1,,1,1,,4,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,144987,0,,106524,1,,1,1,,3,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,1,,Professional,1,,77970,0,,125985,1,,1,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,88894,0,,104738,1,,0,1,,2,0,
F,1,,M,0,,M,1,,S,1,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,0,,102700,0,,145975,1,,3,1,,2,0,
F,1,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,123925,0,,169963,1,,3,1,,2,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,105571,0,,164423,1,,2,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,0,,114383,0,,143379,1,,3,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,Clerical,0,,Manual,0,,Professional,1,,120350,0,,146428,1,,4,1,,3,0,
F,1,,M,1,,M,0,,S,1,,Skilled Manual,0,,Clerical,1,,Manual,0,,Professional,0,,125908,0,,173625,1,,4,1,,3,0,
